2019-09-15 16:03		5分	游客没用填写买票情况      	XinVCherish		广西值得去的地方，每个季节都不一样。
2015-11-06 19:59		5分	游客没用填写买票情况      	小狐狸		从桂林出发，因为比较远，跟的是一日游的团。先是大车来到山脚下的景区大门口，然后换景区内的大巴车。七月的天，很晒，可能因为山里空气好，买一根景区内卖得比较贵的冰棒吃，很舒服。山上风很大，吹得倒是很凉爽。&#x0A;山寨大门口有一个小店，店门口有对寨子的介绍，包括现任的寨主……让人一下感受到独具特色的氛围。再向前，看到写有“广西龙胜龙脊梯田系统”的大石头，向下看，是壮观的梯田！一路向前一路看景，大大小小的梯田甚是壮观！走进大山里，品尝一顿山里的特色饭菜。竹筒饭、爆炒山蛙，土鸡蛋炒韭菜，甚是美味！&#x0A;梯田的美景有七星伴月和九龙五虎两个景点。个人感觉那不过是人造的说法，没有太多意义。但是在山里走走看看，感受那独特的风土人情，是不一般的感受。喜欢！
2015-11-05 20:35		5分	游客没用填写买票情况      	远方的征途		龙脊梯田位于广西龙胜各族自治县龙脊镇平安村龙脊山，哪里的梯田的优美曲线一条条的，景色非常秀丽、如诗如画一般，龙脊梯田共有平安村、龙脊村、大寨三个入口，游客可自行选择，金坑大寨梯田更胜一筹，是摄影发烧友的好去处。
2015-11-04 22:25		4分	游客没用填写买票情况      	320****502		还是不错，值得一游。最好是水稻熟的时候去。
2015-11-03 22:34		4分	游客没用填写买票情况      	豆逗8721		去桂林，一定要去龙脊，我们选择了缆车上下，梯田十分之壮观，就是由于下雨，道路湿滑，不方便进出，但是同样成就了大雾锁梯田的壮丽景观。
2015-11-03 09:32		4分	游客没用填写买票情况      	孟氏老树		【龙脊梯田&#x20;】在广西龙胜各族自治县龙脊镇平安村龙脊山，距县城22公里。距桂林市80公里。从广义说叫做龙胜梯田，从狭义上称为龙脊梯田&#x20;。龙脊梯田&#x20;分为金坑（大寨）瑶族梯田观景区，平安壮族梯田&#x20;观景区。通常意义上的龙脊梯田&#x20;是指平安壮族梯田&#x20;，也是开发较早的梯田。&#x20;【开垦历史】始建于元朝，完工于清初，距今已有650多年历史。在漫长的岁月中，人们在大自然&#x20;中求生存的坚强意志，在认识自然和建设家园中所表现的智慧和力量，在这里被充分地体现出来。&#x20;
2015-11-02 21:18		5分	游客没用填写买票情况      	e00****81		与世隔绝的山林，层层叠叠的梯田，涔涔的山泉，隐秘的村庄……在非旅游旺季去，风景未必最美，但没有嘈杂的喧嚣，才能真正体会截然不同的生活。
2015-10-31 23:06		5分	游客没用填写买票情况      	7筒7筒		梯很壮观，1600米长的索道，300多米高，梯田一层层的像蛋糕很漂亮，可惜去的时候稻谷已经收了，没有金秋麦浪的梯田，光秃秃的，不过还是不枉此行。
2015-10-31 22:06		5分	游客没用填写买票情况      	女漢子		我们是10月底去了，很遗憾没有稻谷看了，那里的老乡说来早几日就能看到，我们订的是景区内最高的全景大酒店，从景区停车场一直走了两个小时才上到酒店，各种累呀，不过酒店的景色很靓，可能看到整个景区，
2015-10-31 13:12		4分	游客没用填写买票情况      	185****7184		这个地方是跟大学室友一起去的，虽然这里的景色没有到惊艳的感觉，但是重在这里的环境好，适合我们这些年轻人偶尔从工作中抽离出来透透气，三五玩伴聚聚……挺不错的选择
2015-10-31 10:40		5分	游客没用填写买票情况      	Favorite_Y		期待已久的梯田，不负所望????去的时间刚好是收割前，很壮观的一个景点！男朋友终于如愿如偿啦，哈哈
2015-10-26 17:57		4分	游客没用填写买票情况      	阿笨星		去的时候是10月底，很可惜错过了收割的季节，所以梯田看头不大
2015-10-25 22:42		5分	游客没用填写买票情况      	e19****37		壮观漂亮，如果有时间自己慢慢爬上去，更爽
2015-10-24 06:15		5分	游客没用填写买票情况      	阳阳旅行天下		看到这么大一片梯田真的是比较有震撼的感觉。正好是稻子黄的时候一片金黄金黄的麦浪。国庆去的。就是人太多了。
2015-10-20 22:44		4分	游客没用填写买票情况      	_WeCh****51830		个人认为应该有收割提前预报给游客，或是通过广播，这样能让大家掌握最佳时机，我就去晚了，收割了，没啥景，就是土地了，失望
2015-10-20 12:35		5分	游客没用填写买票情况      	wuq****ui		景色很美，可惜金坑的稻谷已经割了，如果早一周去的话就好了。平安寨不错，无论夜色还是白天看梯田都非常的美。我们一家人去的，两个女儿自己爬山下山都没要背，确实出乎我意料。我们只游了两个寨子，景点还买走完呢，另外一个寨子都没有去，时间来不及了。另外还有很多美食，竹筒饭竹筒鸡真的很美味，还有干竹笋炒腊肉。
2015-10-19 09:21		4分	游客没用填写买票情况      	M25****551		风景很美。上到山顶看下来的梯田很美。换票都很方便。。只不过国庆假期时人特别多。成个榄车都排很久的队
2015-10-18 21:55		5分	游客没用填写买票情况      	138****3713		这里一个可以净化心灵的童话世界，很值得去。
2015-10-18 11:06		5分	游客没用填写买票情况      	Favorite_Y		值得一去的地方，一路走上去，都蛮有风味！周边都有民族风情
2015-10-17 18:26		5分	游客没用填写买票情况      	木瓜人		大寨梯田风景不错，就是索道性价比不高，比门票价格还要贵
2015-10-17 18:15		5分	游客没用填写买票情况      	木瓜人		平安梯田没有去，只去了大寨的金坑梯田。虽然部分已经收割，整体风景还是不错的，就是索道性价比不高，比门票价格还要高。
2015-10-17 18:14		5分	游客没用填写买票情况      	木瓜人		平安梯田没有去，只去了大寨的金坑梯田。虽然部分已经收割，整体风景还是不错的，就是索道性价比不高，比门票价格还要高。
2015-10-16 16:21		5分	游客没用填写买票情况      	137****5123		景色很美很壮观，阳光洒在绿绿的梯田上～不过一定要坐缆车，不然是没法看到美景的，山上的烤玉米很好吃????
2015-10-15 21:22		5分	游客没用填写买票情况      	M24****787		金秋的龙脊梯田，是最美的，金黄的稻穗一层层的铺在山上，错落有致，非常壮观。
2015-10-15 11:46		4分	游客没用填写买票情况      	E11****229		景色是很美的，但是现在开始收割了。安静心灵的地方
2015-10-15 05:42		5分	游客没用填写买票情况      	M14****740		遇上收获季节，到处一片金黄，非常美丽。需在景区大门团队票售票处取票，但非常方便。
2015-10-15 00:14		4分	游客没用填写买票情况      	大好河山待君游		站在观景台放眼望去，除了山便是田，大不过一两亩，小的则不到一平方。从小到大、从上往下重叠起来，层层展开，就像平时蛋糕店里的蛋糕。然最高最贵最漂亮的蛋糕，我见过的，最多10余层。和这里上百层的梯田相比，真乃“萤火之光岂能与日月争辉”。刚入初秋，半人高的稻穗青中带着黄。秋风拂过，本来毫无规则的线条有规律的左右摇摆，温润婉转，景美心醉。而悉悉索索的摩擦声，宛如钢琴的音阶弹奏出了人与自然的和谐之声。加上时有农民耕作穿梭于田间，不紧不慢，不慌不忙，成为这道景观完美的补充。这就是龙脊梯田&#x20;的精髓——劳动生产之美！
2015-10-14 23:46		4分	游客没用填写买票情况      	xx-hello		龙脊梯田，在广西龙胜各族自治县龙脊镇平安村龙脊山，距县城22公里。
2015-10-13 18:38		5分	游客没用填写买票情况      	M26****771		景色很美，下雨的时候云里雾里，空气很好。就是下山的时候，发现有游客扔下的垃圾，破坏了美感
2015-10-12 09:19		5分	游客没用填写买票情况      	水珠		梯田很美，值得一看。有老人孩子还是做缆车上下方便，在山上住一晚真的吸了很多氧气，山上风景也非常美丽。
2015-10-11 14:09		5分	游客没用填写买票情况      	202****950		比门市价抵很多，取票方便，赞一个。龙脊金坑梯田，10月正是成熟的时期，黄澄澄很漂亮
2015-10-10 22:14		5分	游客没用填写买票情况      	欢乐妈妈		很美，我是夏天来的，希望有机会秋天再来一次！！！！！
2015-10-10 16:26		3分	游客没用填写买票情况      	sunny0838		放水和稻熟是两段最美好的时光，那时物价飞涨，人满为患，如果只是想体验一下梯田农家乐，在草长莺飞的时节去踏踏青，倒是不错，
2015-10-10 14:20		5分	游客没用填写买票情况      	云之路		包车从阳朔到龙脊，要四个小时左右，路途遥远颠簸，但个人觉得还是很值得的。考虑到金坑寨路途更为遥远且景点之间还要坐索道，所以就决定只去平安寨，当晚住在平安寨的龙脊假日酒店，很不错的家庭旅馆，房间宽敞整洁，还能远远地望到九龙五虎的景点。晚饭也是在旅馆搞定的，农家菜，新鲜可口，推荐竹筒饭。&#x0A;龙脊梯田的景致一流，令人流连忘返。顺着青石板路拾级而上，行走于梯田之间，层层叠叠的，如行云流水般。同样的景致，从不同的角度欣赏，却是完全不同的感觉。初见道道绿波，抬头仰视，不由肃然起敬；穿过山腰山寨云集的地方，眼前顿感开阔，群山环绕之中，满眼绿色，起起伏伏，勾勒出美妙的线条；绕道至山顶，浩瀚如海的梯田，气势恢宏，令人叹为观止，还有那远山，蓝天，白云，再加上古朴而又显得袖珍的山寨，呈现在眼前的仿佛是一个童话般的世界，让人觉得无比美好，无比安逸。
2015-10-10 14:01		4分	游客没用填写买票情况      	云之路		龙脊梯田主要分为两部分，一个是平安寨，一个是金坑寨，考虑到金坑寨路途更为遥远且景点之间还要坐索道，所以就决定只去平安寨。订的龙脊假日酒店就在半山腰，从停车场走上去的路也不算太长，女主人说在停车场接我们的，虽然没有碰到她，但酒店标识很清楚，也很快地找到了酒店。其实山上的酒店都是那种家庭旅馆，这家装饰的古色古香，房间面积也不小，在阳台上还能看远远地望到九龙五虎的景点。稍作休整，留下老的和小的在房间，剩下体力还不错的就决定乘着天色还早先去七星伴月逛一圈。&#x20;顺着青石板路拾级而上，行走于梯田之间。田地层层叠叠，如行云流水般，陪伴着登山者从山脚盘旋至山顶。同样的景致，从不同的角度欣赏，却是完全不同的感觉。初见道道绿波，抬头仰视，不由肃然起敬；穿过山腰山寨云集的地方，眼前顿感开阔，群山环绕之中，满眼绿色，起起伏伏，勾勒出美妙的线条；绕道至山顶，浩瀚如海的梯田，气势恢宏，令人惊叹不已，还有那远山，蓝天，白云，再加上一栋栋聚集的山寨，呈现在眼前的仿佛就是一个童话世界，让人觉得无比美好，无比安逸。
2015-10-10 01:32		4分	游客没用填写买票情况      	210****105		很美，只是山顶垃圾没有人统一管理，当地人乱扔垃圾。。。如果体力好的话，可以坐缆车上，走下山，下山的时候在麦浪中拍照很漂亮
2015-10-10 01:28		4分	游客没用填写买票情况      	210****105		携程比公园门口买票便宜一些，只是半山腰的农家乐的菜价太高了，明显宰人啊。索道下面的饭馆还实惠点。总的来说非常值得去看，就是山顶还是有很多垃圾比较影响美观，也没有人管。。。当地人还随地乱扔垃圾，无语
